SpillNumber,ProgramFacilityName,Street1,Street2,Locality,County,ZIPCode,SWISCode,DECRegion,SpillDate,SpillYear,ReceivedDate,ContributingFactor,Waterbody,Source,CloseDate,MaterialName,MaterialFamily,Quantity,Units,Recovered
7980321,NORTHWEST QUADRANT,NORTHWEST QUADRANT,,GREECE,Monroe,,2828,8,3/21/79,1979,3/21/79,Tank Overfill,GROUND WATER,Commercial/Industrial,3/30/79,#2 fuel oil,Petroleum,0,Gallons,0
7980701,NYS BARGE CANAL AT FAIRPORT,NEW YORK STATE BARGE CANAL,,FAIRPORT,Monroe,14450,2844,8,7/1/79,1979,7/2/79,Equipment Failure,,Commercial Vehicle,2/17/11,diesel,Petroleum,15,Gallons,0
7980817,NYS DOT,ROUTE 252 AT ROUTE 15,,HENRIETTA,Monroe,14467,2832,8,8/17/79,1979,8/17/79,Unknown,,Commercial/Industrial,8/29/79,PCB oil,Petroleum,4,Gallons,0
7900007,NYS SCHOOL FOR THE DEAF,401 TURIN RD,,ROME C,Oneida,,3300,6,4/2/79,1979,4/2/79,Unknown,WOOD CREEK,"Institutional, Educational, Gov., Other",4/2/79,#4 fuel oil,Petroleum,50,,0
7901176,NYS T-WAY MILE MARK 300.8,NYS T-WAY MILE 300.8,,BRUTUS,Cayuga,,622,7,12/7/79,1979,12/9/79,Traffic Accident,,Commercial/Industrial,10/30/90,diesel,Petroleum,0,,0
7980501,NYSDOT,NYSDOT REGION 6,,HORNELL,Steuben,14843,5106,8,5/1/79,1979,5/1/79,Other,KANAKADEA CREEK,Unknown,5/28/79,waste oil/used oil,Petroleum,0,Gallons,0
7980924,OATKA CREEK,ROUTE 63,,PAVILION,Genesee,14525,1940,8,9/30/79,1979,10/2/79,Unknown,OATKA CREEK,Unknown,10/3/79,waste oil/used oil,Petroleum,0,Gallons,0
7900380,P & C FOOD MKTS.,"I-90,MP 253.0,EB",,VERONA,Oneida,,3300,6,6/19/79,1979,6/19/79,Traffic Accident,NONE,Commercial Vehicle,7/19/79,diesel,Petroleum,100,,0
7980606,PAGE AIRWAYS,FUEL STORAGE AREA,,CHILI,Monroe,14624,2822,8,6/5/79,1979,,Unknown,GENESEE RIVER,Commercial/Industrial,6/6/79,gasoline,Petroleum,200,Gallons,0
7980411,PATS RADIATOR,103 BLUFF DRIVE,,EAST ROCHESTER,Monroe,14445,2858,8,4/12/79,1979,4/12/79,Vandalism,IRONDEQUOIT CREEK,Unknown,4/12/79,waste oil/used oil,Petroleum,0,Gallons,0
7980414,PENFIELD KAPLAN,103 BLUFF DRIVE,,EAST ROCHESTER,Monroe,14445,2858,8,4/12/79,1979,4/12/79,Deliberate,IRONDEQUOIT CREEK,Unknown,4/14/79,waste oil/used oil,Petroleum,0,Gallons,0
7980603,PETER WHEELER,FEDERAL ROAD,,CONESUS,Livingston,14435,2624,8,6/5/79,1979,6/6/79,Unknown,ROADSIDE DITCHES,Unknown,7/10/79,#2 fuel oil,Petroleum,7100,Gallons,0
7981925,PLYMOUTH ROAD,PLYMOUTH & BROAD,,ROCHESTER,Monroe,14608,2814,8,10/29/79,1979,10/29/79,Other,,Unknown,10/31/79,gasoline,Petroleum,0,Gallons,0
7980103,POLLIO DAIRY            0,POLLIO DAIRY,,CAMPBELL,Steuben,14821,5130,8,1/3/79,1979,1/3/79,Human Error,,Commercial/Industrial,1/3/79,#6 fuel oil,Petroleum,40,Gallons,40
7980403,POLLIO DAIRY,POLLIO DAIRY PRODUCTS,,CAMPBELL,Steuben,14821,5130,8,4/2/79,1979,4/3/79,Equipment Failure,,Commercial/Industrial,4/3/79,#6 fuel oil,Petroleum,200,Gallons,0
7901067,POLLY O DAIRY,UNKNOWN,,CAMPBELL,Steuben,14821,5130,8,1/3/79,1979,1/3/79,Unknown,,Unknown,2/17/11,#6 fuel oil,Petroleum,40,Gallons,0
7980512,POWER BOATS,IRONDEQUOIT BAY,,IRONDEQUOIT,Monroe,,2834,8,5/12/79,1979,,Unknown,IRONDEQUOIT BAY,Unknown,5/12/79,waste oil/used oil,Petroleum,0,Gallons,0
7900831,POWER TEST,RTE 112 & HORSEBLOCK,,MEDFORD,Suffolk,,5222,1,9/19/79,1979,9/19/79,Other,,Gasoline Station or other PBS Facility,9/19/08,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
7900831,POWER TEST,RTE 112 & HORSEBLOCK,,MEDFORD,Suffolk,,5222,1,9/19/79,1979,9/19/79,Other,,Gasoline Station or other PBS Facility,9/19/08,gasoline,Petroleum,0,Gallons,0
7980724,PYLON CONSTRUCTION,HAMILTON STREET,,ALBION,Orleans,14411,3720,8,7/24/79,1979,7/24/79,Unknown,MARSH CREEK,Commercial/Industrial,7/24/79,waste oil/used oil,Petroleum,25,Gallons,0
7980719,QUALITY TRANSPORT,ROUTE 17,,CHEMUNG,Chemung,,800,8,7/19/79,1979,7/19/79,Traffic Accident,,Commercial/Industrial,7/19/79,"propylene glycol, allyl ether",Other,7500,Gallons,0
7901000,QUEENSBURY TOWN GARAGE,TOWN GARAGE,,QUEENSBURY,Warren,,5734,5,6/8/79,1979,6/8/79,Other,HALFWAY BROOK,"Institutional, Educational, Gov., Other",8/30/87,waste oil/used oil,Petroleum,0,Gallons,0
7901000,QUEENSBURY TOWN GARAGE,TOWN GARAGE,,QUEENSBURY,Warren,,5734,5,6/8/79,1979,6/8/79,Other,HALFWAY BROOK,"Institutional, Educational, Gov., Other",8/30/87,lube oil,Petroleum,0,Gallons,0
7981116,QUICK MART,428 PLANK ROAD,,WALWORTH,Wayne,14568,5944,8,1/11/79,1979,1/12/79,Tank Overfill,,Tank Truck,1/15/79,gasoline,Petroleum,200,Gallons,190
7980825,R & K SERVICES,RAILROAD STREET,,ROCHESTER,Monroe,,2814,8,8/25/79,1979,8/27/79,Unknown,,Commercial/Industrial,1/1/83,waste oil/used oil,Petroleum,250,Gallons,0
7980824,R & K SERVICES - RAILROAD STREET,RAILROAD STREET,,ROCHESTER,Monroe,,2814,8,8/25/79,1979,8/25/79,Vandalism,,Commercial/Industrial,2/28/11,waste oil/used oil,Petroleum,275,Gallons,0
7900592,R&D CONSTRUCT. RT 9 & 20 COLUMBIA TNPK,COLUMBIA TNPK RT 9 & 20,RT 9 & RT 20,EAST GREENBUSH,Rensselaer,,4224,4,8/1/79,1979,8/1/79,Deliberate,,Commercial/Industrial,4/4/94,tar,Other,0,Pounds,0
7980902,RADISIS BULK STORAGE,RADISIS BULK STORAGE,,CUYLERVILLE,Livingston,14481,2630,8,9/1/79,1979,9/1/79,Unknown,GROUND WATER,Commercial/Industrial,9/4/79,gasoline,Petroleum,100,Gallons,0
7980124,RAYLOC INCORPORATED,ROUTE 13,,SULLIVANVILLE,Chemung,,830,8,1/24/79,1979,1/24/79,Traffic Accident,NEWTOWN CREEK,Commercial Vehicle,1/25/79,diesel,Petroleum,100,Gallons,0
1306513,RESIDENCE,25 URBANS ROAD,,SOUND BEACH,Suffolk,,5222,1,6/18/79,1979,9/20/13,Deliberate,,Private Dwelling,9/23/13,gasoline,Petroleum,25,Gallons,0
7980129,RG&E RUSSELL STATION,1101 BEACH AVENUE,,ROCHESTER,Monroe,14612,2814,8,1/28/79,1979,1/28/79,Equipment Failure,SLATER CREEK,Commercial/Industrial,1/29/79,#2 fuel oil,Petroleum,30,Gallons,25
7981211,RGE BROOKS AVENUE,BROOKS AVENUE,,ROCHESTER,Monroe,,2814,8,12/10/79,1979,12/10/79,Unknown,,Unknown,2/16/11,waste oil/used oil,Petroleum,500,Gallons,0
7980903,RGE VAULT NEAR FRANKLIN & EAST MAIN,FRANKLIN STREET & EAST MAIN,,ROCHESTER,Monroe,,2814,8,9/4/79,1979,9/6/79,Equipment Failure,,Commercial/Industrial,2/28/11,askarel,Other,2,Gallons,2
7980714,ROCHESTER,NORRIS DRIVE,,ROCHESTER,Monroe,,2814,8,7/13/79,1979,7/13/79,Traffic Accident,,Commercial/Industrial,7/16/79,non PCB oil,Petroleum,54,Gallons,54
7981020,ROCHESTER DPW,MCKEE ROAD,,ROCHESTER,Monroe,,2814,8,10/18/79,1979,10/18/79,Unknown,BARGE CANAL,Unknown,10/18/79,waste oil/used oil,Petroleum,0,Gallons,0
7980406,ROCHESTER GAS & ELECTRIC,970 ELMGROVE,,GATES,Monroe,14624,2826,8,4/6/79,1979,6/14/79,Unknown,,Commercial/Industrial,6/14/79,waste oil/used oil,Petroleum,15,Gallons,0
7980610,ROCHESTER GAS & ELECTRIC,2314 CHILI AVENUE,,CHILI,Monroe,14624,2822,8,6/10/79,1979,6/14/79,Traffic Accident,ROADSIDE DITCH,Unknown,7/10/79,transformer oil,Petroleum,0,,0
7980610,ROCHESTER GAS & ELECTRIC,2314 CHILI AVENUE,,CHILI,Monroe,14624,2822,8,6/10/79,1979,6/14/79,Traffic Accident,ROADSIDE DITCH,Unknown,7/10/79,non PCB oil,Petroleum,10,Gallons,0
7980904,ROCHESTER GAS & ELECTRIC,MAIN STREET EAST,,ROCHESTER,Monroe,14445,2814,8,9/4/79,1979,9/5/79,Unknown,,Commercial/Industrial,1/1/83,PCB oil,Petroleum,2,Gallons,2
7980413,ROCHESTER GAS & ELECTRIC,470 ELMGROVE ROAD,,ROCHESTER,Monroe,14603,2814,8,4/12/79,1979,4/12/79,Unknown,GROUND WATERS,Commercial/Industrial,6/20/79,waste oil/used oil,Petroleum,40,Gallons,0
7980426,ROCHESTER GAS & ELECTRIC,ROCHESTER GAS & ELECTRIC,,ROCHESTER,Monroe,14607,2814,8,4/26/79,1979,4/26/79,Unknown,SLATER CREEK,Commercial/Industrial,4/27/79,#2 fuel oil,Petroleum,50,Gallons,0
7981210,ROCHESTER GAS & ELECTRIC,755 BROOKS AVENUE,,ROCHESTER,Monroe,14619,2814,8,12/10/79,1979,12/10/79,Unknown,,Unknown,1/1/83,waste oil/used oil,Petroleum,500,Gallons,490
7980930,ROCHESTER GAS & ELECTRIC,MANITOU BEACH ROAD,,GREECE,Monroe,14468,2828,8,9/30/79,1979,10/1/79,Unknown,,Commercial/Industrial,1/1/83,PCB oil,Petroleum,4,Gallons,0
7981011,ROCHESTER GAS & ELECTRIC,DRIVING PARK BRIDGE,,ROCHESTER,Monroe,14613,2814,8,10/11/79,1979,10/11/79,Unknown,GENESEE RIVER,Commercial/Industrial,1/1/83,creosote,Hazardous Material,0,Pounds,0
7980417,ROTARY GAS,325 WEST AVENUE,,MEDINA,Orleans,14103,3736,8,4/17/79,1979,4/17/79,Human Error,AIR,Commercial/Industrial,4/17/79,gasoline,Petroleum,50,Gallons,0
7981007,ROTARY SERVICE STATION,LAKE AVENUE,,PENN YAN,Yates,14527,6228,8,10/8/79,1979,10/8/79,Human Error,KEUKA OUTLET,Commercial/Industrial,10/9/79,gasoline,Petroleum,50,Gallons,0
7980301,ROTARY STATION,1862 HUDSON AVENUE,,IRONDEQUOIT,Monroe,14622,2834,8,3/1/79,1979,3/8/79,Tank Overfill,,Tank Truck,3/30/79,gasoline,Petroleum,0,Gallons,0
7980118,ROTARY STATION,325 WEST AVENUE,,MEDINA,Orleans,14103,3736,8,1/18/79,1979,1/18/79,Tank Failure,STORM SEWERS,Gasoline Station or other PBS Facility,1/18/79,gasoline,Petroleum,0,,0
7980922,ROUTE 14,ROUTE 14,MILLPORT HIGHWAY,VETERAN,Chemung,14845,840,8,9/24/79,1979,9/24/79,Unknown,CATHARINE CREEK,Unknown,1/1/83,waste oil/used oil,Petroleum,0,Gallons,0
7980410,ROUTE 17,ROUTE 17,,CAMPBELL,Steuben,14821,5130,8,4/10/79,1979,4/10/79,Unknown,CARRINGTON CREEK,Unknown,4/19/79,diesel,Petroleum,50,Gallons,0
7981012,ROUTE 252,ROUTE 65 TO ROUTE 251,,HENRIETTA,Monroe,14467,2832,8,10/11/79,1979,10/11/79,Tank Failure,,Unknown,10/25/79,#2 fuel oil,Petroleum,0,Gallons,0
7980918,ROUTE 31,ROUTE 31 JUST EAST OF RT 98,,ALBION,Orleans,14411,3720,8,9/18/79,1979,9/18/79,Unknown,NONE,Unknown,1/1/83,benzol,Hazardous Material,0,Gallons,0
7981008,ROUTE 36,ROUTE 36,,LEICESTER,Livingston,14481,2630,8,10/8/79,1979,10/9/79,Traffic Accident,,Tank Truck,1/1/83,diesel,Petroleum,60,Gallons,0
7981003,ROUTE 415,ROUTE 415,,BATH,Steuben,14810,5124,8,10/2/79,1979,10/2/79,Unknown,COHOCTON RIVER,Unknown,10/3/79,#2 fuel oil,Petroleum,500,Gallons,0
7981030,ROUTE 441,EAST AVENUE & LINDEN AVE,,PENFIELD,Monroe,14526,2842,8,10/30/79,1979,10/30/79,Traffic Accident,,Passenger Vehicle,1/1/83,gasoline,Petroleum,15,Gallons,0
7980920,ROUTE 490,ROUTE 490I EASTBOUND RAMP,,ROCHESTER,Monroe,,2814,8,9/20/79,1979,9/20/79,Unknown,,Unknown,1/1/83,kerosene,Petroleum,30,Gallons,0
7980401,ROUTE 96,ROUTE 96,,OVID,Seneca,14521,5028,8,4/2/79,1979,4/2/79,Other,GROUND WATER,Unknown,5/1/79,waste oil/used oil,Petroleum,0,Gallons,0
7900094,RUDD/CARROLAN RESIDENCE,ROUTE 22 SUNOCO STATION,,SALEM,Washington,,5848,5,4/2/79,1979,4/2/79,Tank Overfill,,Gasoline Station or other PBS Facility,7/31/85,gasoline,Petroleum,0,Gallons,0
7981022,RUSH BIG M,ROUTE 15A AND ROUTE 251,,RUSH,Monroe,14543,2850,8,10/18/79,1979,10/18/79,Human Error,HONEOYE CREEK,Commercial/Industrial,1/1/83,gasoline,Petroleum,30,Gallons,0
7980925,S.J. GROVES,ROUTE 390,,GROVELAND,Livingston,14462,2628,8,9/26/79,1979,9/28/79,Unknown,,Commercial/Industrial,10/3/79,PCB oil,Petroleum,30,Gallons,0
7980730,SANCHEZ,ROUTE 250 AT 96,,PERINTON,Monroe,14534,2844,8,7/27/79,1979,7/27/79,Unknown,GROUND WATER,Unknown,8/2/79,diesel,Petroleum,0,Gallons,0
70031,SCHAUFELBERGER PROPERTY,PENFIELD ROAD,,ROCHESTER,Monroe,14625,2814,8,8/30/79,1979,4/11/00,Unknown,,Gasoline Station or other PBS Facility,1/15/04,gasoline,Petroleum,0,Gallons,0
7980214,SCHNEIDER OIL COMPANY,HICKS ROAD,OFF SENECA PT ROAD,SOUTH BRISTOL,Ontario,14419,3546,8,2/14/79,1979,2/14/79,Traffic Accident,ROADSIDE DITCH,Tank Truck,2/14/79,#2 fuel oil,Petroleum,200,Gallons,200
7980816,SCHWALB OIL COMPANY,2538 CLOVER STREET,,BRIGHTON,Monroe,14610,2820,8,8/17/79,1979,8/17/79,Unknown,,Commercial/Industrial,8/29/79,#2 fuel oil,Petroleum,20,Gallons,0
8005002,SEARS OIL CO,TRIB TO BARGE CANAL,,ROME C,Oneida,,3313,6,3/21/79,1979,3/21/79,Unknown,TRIB TO BARGE CANAL,Unknown,12/22/99,#4 fuel oil,Petroleum,50,Pounds,0
7980614,SENECA LAKE,SENECA LAKE STATE PARK,,SENECA,Seneca,13148,5032,8,7/13/79,1979,7/13/79,Unknown,SENECA LAKE,Unknown,7/19/79,unknown petroleum,Petroleum,0,,0
7981016,SENECA,SENECA - CAYUGA CANAL,,WATERLOO,Seneca,13165,5038,8,10/19/79,1979,10/19/79,Unknown,SENECA-CAYUGA CREEK,Unknown,10/23/79,unknown petroleum,Petroleum,0,,0
7980723,SHAYS TRUCKING,ROUTE 63,,NORTH DANSVILLE,Livingston,14437,2638,8,7/24/79,1979,7/27/79,Unknown,ROADSIDE DITCHES,Unknown,7/27/79,diesel,Petroleum,0,Gallons,0
7980420,SHELL STATION,450 EMPIRE BOULEVARD,,IRONDEQUOIT,Monroe,14609,2834,8,4/20/79,1979,4/20/79,Unknown,SANITARY SEWERS,Unknown,4/20/79,gasoline,Petroleum,0,Gallons,0
7900001,SHULMAN'S JUNK YARD,197 EAST WASHINGTON AVENUE,,ELMIRA,Chemung,14901,830,8,4/2/79,1979,4/2/79,Unknown,,Unknown,3/23/11,gasoline,Petroleum,0,,0
7980228,SICKLES RESIDENCE,3271 IROQUOIS ROAD,,CALEDONIA,Livingston,14423,2622,8,2/27/79,1979,2/28/79,Tank Failure,GROUND WATER,Unknown,3/20/79,gasoline,Petroleum,1000,Gallons,0
7900502,SMITHVILLE FALTS,SMITHVILLE FLATS,,SMITHVILLE FLATS,Chenango,,900,7,7/16/79,1979,7/16/79,Unknown,,Unknown,7/31/85,unknown material,Other,0,Gallons,0
7981027,SPEAS VINEGAR COMPANY,West Avenue,,Lyndonville,Orleans,14098,3738,8,10/23/79,1979,10/24/79,Equipment Failure,JOHNSON CREEK,Commercial/Industrial,10/25/79,vinegar,Other,3000,Gallons,0
7981014,SPECTOR TIRE COMPANY,1666 LAKE AVENUE,,ROCHESTER,Monroe,,2814,8,10/17/79,1979,10/17/79,Unknown,GROUND WATER,Commercial/Industrial,10/24/79,gasoline,Petroleum,0,Gallons,0
7801456,Spill Number 7801456,HOUSE ON LAKE,,OTISCO LAKE,Onondaga,,3400,7,3/24/79,1979,3/24/79,Unknown,,Unknown,7/31/85,unknown material,Other,0,,0
7801459,Spill Number 7801459,SANTARO TRUCKING- SPILLER,,ONONDAGA (T),Onondaga,,3400,7,3/23/79,1979,3/23/79,Unknown,,Unknown,7/31/85,unknown material,Other,0,,0
7980110,STANBURY OIL COMPANY,KNIGHT SETTLEMENT ROAD,,BATH,Steuben,14810,5124,8,1/1/79,1979,,Traffic Accident,ROADSIDE DITCH,Commercial Vehicle,2/1/79,#2 fuel oil,Petroleum,0,,0
7981028,STATE OIL,DEWEY AVENUE & GLENWOOD,,ROCHESTER,Monroe,,2814,8,10/30/79,1979,10/30/79,Traffic Accident,PAVEMENT,Unknown,1/1/83,#2 fuel oil,Petroleum,1250,Gallons,0
7900470,"SUBWAY,LEX&42ND-AVIS RENT",LEXINGTON AVE / 42ND ST,,MANHATTAN,New York,,3101,2,7/3/79,1979,7/3/79,Unknown,,Unknown,2/22/82,unknown material,Other,0,Pounds,0
7980327,SUNOCO SERVICE STATION,ROUTE 96A,,OVID,Seneca,14521,5028,8,3/27/79,1979,3/27/79,Unknown,SENECA LAKE,Commercial/Industrial,3/28/79,gasoline,Petroleum,0,Gallons,0
7901149,SUYDAM'S SERVICE STATION,103 WEST 8TH AVE,,GLOVERSVILLE,Fulton,,1805,5,11/30/79,1979,11/30/79,Tank Overfill,,Gasoline Station or other PBS Facility,7/31/85,gasoline,Petroleum,0,Gallons,0
9000170,TALBOT FARM  CURTIS  RT 19,CTY RT 19,,PLAINFIELD,Otsego,,3954,4,12/1/79,1979,12/4/89,Equipment Failure,,"Non Major Facility > 1,100 gal",12/12/89,gasoline,Petroleum,0,Gallons,0
7981231,TEXACO,717 BLOSSOM ROAD,,ROCHESTER,Monroe,,2814,8,12/31/79,1979,1/28/80,Tank Failure,GROUND WATER,Commercial/Industrial,1/28/80,gasoline,Petroleum,900,Gallons,0
7801440,TEXACO,MILL ROAD & HUNGRY HARBOR,,VALLEY STREAM,Nassau,,3020,1,3/20/79,1979,3/20/79,Unknown,,Gasoline Station or other PBS Facility,10/2/86,gasoline,Petroleum,0,Gallons,21230
7980319,TEXACO,ROUTES 5 & 20,,WATERLOO,Seneca,13165,5038,8,3/19/79,1979,3/19/79,Other,,Commercial/Industrial,3/19/79,gasoline,Petroleum,10,Gallons,0
7980802,THRUWAY,THRUWAY EXIT 46,,HENRIETTA,Monroe,14467,2832,8,8/2/79,1979,8/3/79,Unknown,ROADSIDE DITCH,Unknown,8/3/79,non PCB oil,Petroleum,0,Gallons,0
7900146,TUTHILL PETROLEUM,49 PRICILLA AVENUE,,FLANDERS,Suffolk,,5236,1,4/27/79,1979,4/27/79,Unknown,,Unknown,3/4/87,unknown material,Other,0,Gallons,0
7980310,U.S. COAST GUARD,922 EDGEMERE DRIVE,,GREECE,Monroe,,2800,8,3/14/79,1979,,Unknown,LAKE ONTARIO,Unknown,3/10/79,unknown petroleum,Petroleum,40,Gallons,0
7980303,UNITED REFINING COMPANY,754 BROOKS AVENUE,,ROCHESTER,Monroe,,2814,8,3/2/79,1979,3/2/79,Other,BARGE CANAL,Unknown,3/5/79,#2 fuel oil,Petroleum,50,Gallons,0
7900251,UNKNOWN,ONEIDA ST,,VERONA,Oneida,,3300,6,5/23/79,1979,5/23/79,Unknown,ROADSIDE DITCH,Unknown,5/30/79,#2 fuel oil,Petroleum,50,,0
7900901,UNKNOWN,RT 5S,,MOHAWK V,Herkimer,,2200,6,10/4/79,1979,10/4/79,Unknown,BARGE CANAL,Unknown,10/4/79,unknown petroleum,Petroleum,0,,0
7900988,UNKNOWN,ROUTE 5,,NEW HARTFORD T,Oneida,,3348,6,3/19/79,1979,10/24/79,Unknown,MUD CREEK,Commercial/Industrial,10/24/79,unknown petroleum,Petroleum,0,,0
7901461,UNKNOWN,WEST CANADA CREEK,,HERKIMER T,Herkimer,,2200,6,3/27/79,1979,3/27/79,Unknown,WEST CANADA CREEK,Unknown,3/27/79,#2 fuel oil,Petroleum,0,Pounds,0
7900785,USAF,GRIFFISS AIR BASE,,ROME C,Oneida,,3300,6,9/6/79,1979,9/7/79,Tank Overfill,NONE,"Institutional, Educational, Gov., Other",9/7/79,jet fuel,Petroleum,5,Pounds,0
7980619,VAN DYNE OIL,WATER & CHURCH STREET,,ELMIRA,Chemung,14901,830,8,6/19/79,1979,6/19/79,Tank Overfill,CHEMUNG RIVER,Commercial/Industrial,6/19/79,gasoline,Petroleum,60,Gallons,20
7980628,VETERANS,ROUTE 21,,WOODVILLE,Ontario,,3500,8,6/28/79,1979,6/28/79,Unknown,ROADSIDE DITCH,Commercial/Industrial,7/10/79,waste oil/used oil,Petroleum,20,Gallons,0
7901209,VOLPE CAR WASH,766 WEST MAIN STREET,708/709 BROWN STREET,ROCHESTER,Monroe,,2814,8,2/1/79,1979,2/1/79,Equipment Failure,,Gasoline Station or other PBS Facility,3/21/11,gasoline,Petroleum,0,,0
7980201,WADSWORTH GROCERY,WADSWORTH GROCERY STORE,,YORK,Livingston,,2652,8,2/1/79,1979,,Unknown,GROUNDWATER,Commercial/Industrial,2/1/79,gasoline,Petroleum,0,Gallons,0
7980502,WALTERS SERVICE,WALTERS SERVICE STATION,,CLIFTON SPRINGS,Ontario,14432,3540,8,5/2/79,1979,5/2/79,Deliberate,MILITARY CREEK,Commercial/Industrial,5/14/79,gasoline,Petroleum,0,Gallons,270
7980621,WAYLAND,ROUTE 21,,WAYLAND,Steuben,14572,5174,8,6/21/79,1979,6/21/79,Unknown,MARL BED PONS,Unknown,7/5/79,unknown petroleum,Petroleum,0,,0
7980222,WEGMANS GAS STATION,MONROE AVENUE,,PITTSFORD,Monroe,14534,2846,8,1/20/79,1979,2/21/79,Unknown,SANITARY SEWERS,Commercial/Industrial,2/21/79,gasoline,Petroleum,0,Gallons,0
7980630,WEGMANS,ROUTE 31 AND ROUTE 250,,PERINTON,Monroe,14450,2844,8,6/29/79,1979,6/29/79,Human Error,,Commercial/Industrial,7/11/79,gasoline,Petroleum,0,Gallons,0
7980901,WEMETT OIL COMPANY,ROUTE 63 AT SHARP CURVE,,CUYLERVILLE,Livingston,14481,2630,8,9/1/79,1979,9/1/79,Unknown,GROUND WATER,Commercial/Industrial,1/1/83,gasoline,Petroleum,100,Gallons,0
7801472,WEST CANADA CREEK,WEST CANADA CREEK,,HERKIMER T,Herkimer,,2200,6,3/27/79,1979,3/27/79,Unknown,WEST CANADA CREEK,Unknown,3/27/79,#2 fuel oil,Petroleum,0,Pounds,0
7980511,WEYERHAEUSER,200 BOXART STREET,,Rochester,Monroe,14612,2814,8,5/11/79,1979,5/11/79,Other,,Commercial/Industrial,5/11/79,#6 fuel oil,Petroleum,50,Gallons,0
7900995,WILLETS POINT ASPHALT,35-32 COLLEGE POINT BLVD,,COLLEGE POINT,Queens,,4101,2,10/18/79,1979,10/18/79,Tank Test Failure,GROUNDWATER,"Non Major Facility > 1,100 gal",8/3/09,#2 fuel oil,Petroleum,0,Pounds,0
7980706,WILSON TIRE,110 MOUNT HOPE AVENUE,,ROCHESTER,Monroe,,2814,8,7/6/79,1979,7/6/79,Unknown,,Commercial/Industrial,7/10/79,gasoline,Petroleum,20,Gallons,0
